t1,t2,n
Cluster 1,Cluster 1,2045
Cluster 2,Cluster 1,37
Cluster 3,Cluster 1,482
Cluster 1,Cluster 2,39
Cluster 2,Cluster 2,109
Cluster 3,Cluster 2,86
Cluster 1,Cluster 3,269
Cluster 2,Cluster 3,54
Cluster 3,Cluster 3,635
Cluster 1,Cluster unmatched 1,146
Cluster 2,Cluster unmatched 1,38
Cluster 3,Cluster unmatched 1,711
Cluster 1,Cluster unmatched 2,180
Cluster 2,Cluster unmatched 2,14
Cluster 3,Cluster unmatched 2,445
