t1,t2,n
Cluster 1,Cluster 1,1780
Cluster 2,Cluster 1,51
Cluster 3,Cluster 1,937
Cluster 1,Cluster 2,38
Cluster 2,Cluster 2,96
Cluster 3,Cluster 2,72
Cluster 1,Cluster 3,289
Cluster 2,Cluster 3,42
Cluster 3,Cluster 3,607
Cluster 1,Cluster unmatched 1,690
Cluster 2,Cluster unmatched 1,51
Cluster 3,Cluster unmatched 1,1128
