t1,t2,n
Cluster 1,Cluster 1,988
Cluster 2,Cluster 1,180
Cluster 3,Cluster 1,43
Cluster 4,Cluster 1,421
Cluster 1,Cluster 2,210
Cluster 2,Cluster 2,160
Cluster 3,Cluster 2,13
Cluster 4,Cluster 2,42
Cluster 1,Cluster 3,32
Cluster 2,Cluster 3,11
Cluster 3,Cluster 3,58
Cluster 4,Cluster 3,50
Cluster 1,Cluster 4,420
Cluster 2,Cluster 4,57
Cluster 3,Cluster 4,35
Cluster 4,Cluster 4,724
