t1,t2,n
Cluster 1,Cluster 1,2255
Cluster 2,Cluster 1,130
Cluster 3,Cluster 1,35
Cluster 4,Cluster 1,383
Cluster 1,Cluster 2,178
Cluster 2,Cluster 2,329
Cluster 3,Cluster 2,54
Cluster 4,Cluster 2,491
Cluster 1,Cluster 3,14
Cluster 2,Cluster 3,38
Cluster 3,Cluster 3,107
Cluster 4,Cluster 3,38
Cluster 1,Cluster 4,343
Cluster 2,Cluster 4,393
Cluster 3,Cluster 4,56
Cluster 4,Cluster 4,875
