t1,t2,n
Cluster 1,Cluster 1,2255
Cluster 2,Cluster 1,179
Cluster 3,Cluster 1,33
Cluster 4,Cluster 1,404
Cluster 1,Cluster 2,164
Cluster 2,Cluster 2,334
Cluster 3,Cluster 2,23
Cluster 4,Cluster 2,132
Cluster 1,Cluster 3,36
Cluster 2,Cluster 3,29
Cluster 3,Cluster 3,138
Cluster 4,Cluster 3,95
Cluster 1,Cluster 4,351
Cluster 2,Cluster 4,148
Cluster 3,Cluster 4,80
Cluster 4,Cluster 4,1520
