t1,t2,n
Cluster 1,Cluster 1,2154
Cluster 2,Cluster 1,55
Cluster 3,Cluster 1,451
Cluster 1,Cluster 2,42
Cluster 2,Cluster 2,116
Cluster 3,Cluster 2,111
Cluster 1,Cluster 3,571
Cluster 2,Cluster 3,101
Cluster 3,Cluster 3,1737
